STYLE,COLOR,SIZE,UPC
CONNCORD,BLUSH MULTI,6.5,887474212227
CONNCORD,BLUSH MULTI,7,887474212234
CONNCORD,BLUSH MULTI,7.5,887474212241
CONNCORD,BLUSH MULTI,8,887474212258
CONNCORD,BLUSH MULTI,8.5,887474212265
CONNCORD,BLUSH MULTI,9,887474212272
CONNCORD,BLUSH MULTI,9.5,887474212289
CONNCORD,BLUSH MULTI,10,887474212296
CONNCORD,BLUSH MULTI,10.5,
CONNCORD,BLUSH MULTI,11,887474212302
RIDDLE,TAN LEATHER,5,
RIDDLE,TAN LEATHER,5.5,
RIDDLE,TAN LEATHER,6,
RIDDLE,TAN LEATHER,6.5,
RIDDLE,TAN LEATHER,7,
RIDDLE,TAN LEATHER,7.5,
RIDDLE,TAN LEATHER,8,
RIDDLE,TAN LEATHER,8.5,
RIDDLE,TAN LEATHER,9,
RIDDLE,TAN LEATHER,9.5,
RIDDLE,TAN LEATHER,10,
RIDDLE,TAN LEATHER,10.5,
RIDDLE,TAN LEATHER,11,
RIDDLE,BLACK LEATHER,5,
RIDDLE,BLACK LEATHER,5.5,
RIDDLE,BLACK LEATHER,6,
RIDDLE,BLACK LEATHER,6.5,
RIDDLE,BLACK LEATHER,7,
RIDDLE,BLACK LEATHER,7.5,
RIDDLE,BLACK LEATHER,8,
RIDDLE,BLACK LEATHER,8.5,
RIDDLE,BLACK LEATHER,9,
RIDDLE,BLACK LEATHER,9.5,
RIDDLE,BLACK LEATHER,10,
RIDDLE,BLACK LEATHER,10.5,
RIDDLE,BLACK LEATHER,11,
BKENDRA,BLACK LEATHER,N/S,
BKENDRA,TURQUOISE LEATHER,N/S,
BKENDRA,PURPLE LEATHER,N/S,
FRISCOE,TAN LEATHER,5,
FRISCOE,TAN LEATHER,5.5,
FRISCOE,TAN LEATHER,6,
FRISCOE,TAN LEATHER,6.5,
FRISCOE,TAN LEATHER,7,
FRISCOE,TAN LEATHER,7.5,
FRISCOE,TAN LEATHER,8,
FRISCOE,TAN LEATHER,8.5,
FRISCOE,TAN LEATHER,9,
FRISCOE,TAN LEATHER,9.5,
FRISCOE,TAN LEATHER,10,
FRISCOE,TAN LEATHER,10.5,
FRISCOE,TAN LEATHER,11,
FRISCOE,BLACK LEATHER,5,
FRISCOE,BLACK LEATHER,5.5,
FRISCOE,BLACK LEATHER,6,
FRISCOE,BLACK LEATHER,6.5,
FRISCOE,BLACK LEATHER,7,
FRISCOE,BLACK LEATHER,7.5,
FRISCOE,BLACK LEATHER,8,
FRISCOE,BLACK LEATHER,8.5,
FRISCOE,BLACK LEATHER,9,
FRISCOE,BLACK LEATHER,9.5,
FRISCOE,BLACK LEATHER,10,
FRISCOE,BLACK LEATHER,10.5,
FRISCOE,BLACK LEATHER,11,
LEWISVIL,TAN LEATHER,5,
LEWISVIL,TAN LEATHER,5.5,
LEWISVIL,TAN LEATHER,6,
LEWISVIL,TAN LEATHER,6.5,
LEWISVIL,TAN LEATHER,7,
LEWISVIL,TAN LEATHER,7.5,
LEWISVIL,TAN LEATHER,8,
LEWISVIL,TAN LEATHER,8.5,
LEWISVIL,TAN LEATHER,9,
LEWISVIL,TAN LEATHER,9.5,
LEWISVIL,TAN LEATHER,10,
LEWISVIL,TAN LEATHER,10.5,
LEWISVIL,TAN LEATHER,11,
LEWISVIL,BLACK LEATHER,5,
LEWISVIL,BLACK LEATHER,5.5,
LEWISVIL,BLACK LEATHER,6,
LEWISVIL,BLACK LEATHER,6.5,
LEWISVIL,BLACK LEATHER,7,
LEWISVIL,BLACK LEATHER,7.5,
LEWISVIL,BLACK LEATHER,8,
LEWISVIL,BLACK LEATHER,8.5,
LEWISVIL,BLACK LEATHER,9,
LEWISVIL,BLACK LEATHER,9.5,
LEWISVIL,BLACK LEATHER,10,
LEWISVIL,BLACK LEATHER,10.5,
LEWISVIL,BLACK LEATHER,11,
LEWISVIL,GREY LEATHER,5,
LEWISVIL,GREY LEATHER,5.5,
LEWISVIL,GREY LEATHER,6,
LEWISVIL,GREY LEATHER,6.5,
LEWISVIL,GREY LEATHER,7,
LEWISVIL,GREY LEATHER,7.5,
LEWISVIL,GREY LEATHER,8,
LEWISVIL,GREY LEATHER,8.5,
LEWISVIL,GREY LEATHER,9,
LEWISVIL,GREY LEATHER,9.5,
LEWISVIL,GREY LEATHER,10,
LEWISVIL,GREY LEATHER,10.5,
LEWISVIL,GREY LEATHER,11,
LEGACY,BLACK SUEDE,5,887474467412
LEGACY,BLACK SUEDE,5.5,887474467429
LEGACY,BLACK SUEDE,6,887474467436
LEGACY,BLACK SUEDE,6.5,887474467443
LEGACY,BLACK SUEDE,7,887474467450
LEGACY,BLACK SUEDE,7.5,887474467467
LEGACY,BLACK SUEDE,8,887474467474
LEGACY,BLACK SUEDE,8.5,887474467481
LEGACY,BLACK SUEDE,9,887474467498
LEGACY,BLACK SUEDE,9.5,887474467504
LEGACY,BLACK SUEDE,10,887474467511
LEGACY,BLACK SUEDE,10.5,
LEGACY,BLACK SUEDE,11,887474467528
LEGACY,TAUPE SUEDE,5,887474467535
LEGACY,TAUPE SUEDE,5.5,887474467542
LEGACY,TAUPE SUEDE,6,887474467559
LEGACY,TAUPE SUEDE,6.5,887474467566
LEGACY,TAUPE SUEDE,7,887474467573
LEGACY,TAUPE SUEDE,7.5,887474467580
LEGACY,TAUPE SUEDE,8,887474467597
LEGACY,TAUPE SUEDE,8.5,887474467603
LEGACY,TAUPE SUEDE,9,887474467610
LEGACY,TAUPE SUEDE,9.5,887474467627
LEGACY,TAUPE SUEDE,10,887474467634
LEGACY,TAUPE SUEDE,10.5,
LEGACY,TAUPE SUEDE,11,887474467641
POSCH,TAN LEATHER,5,
POSCH,TAN LEATHER,5.5,
POSCH,TAN LEATHER,6,
POSCH,TAN LEATHER,6.5,
POSCH,TAN LEATHER,7,
POSCH,TAN LEATHER,7.5,
POSCH,TAN LEATHER,8,
POSCH,TAN LEATHER,8.5,
POSCH,TAN LEATHER,9,
POSCH,TAN LEATHER,9.5,
POSCH,TAN LEATHER,10,
POSCH,TAN LEATHER,10.5,
POSCH,TAN LEATHER,11,
POSCH,BLACK LEATHER,5,
POSCH,BLACK LEATHER,5.5,
POSCH,BLACK LEATHER,6,
POSCH,BLACK LEATHER,6.5,
POSCH,BLACK LEATHER,7,
POSCH,BLACK LEATHER,7.5,
POSCH,BLACK LEATHER,8,
POSCH,BLACK LEATHER,8.5,
POSCH,BLACK LEATHER,9,
POSCH,BLACK LEATHER,9.5,
POSCH,BLACK LEATHER,10,
POSCH,BLACK LEATHER,10.5,
POSCH,BLACK LEATHER,11,
GEIRARD,BROWN LEATHER,5,
GEIRARD,BROWN LEATHER,5.5,
GEIRARD,BROWN LEATHER,6,
GEIRARD,BROWN LEATHER,6.5,
GEIRARD,BROWN LEATHER,7,
GEIRARD,BROWN LEATHER,7.5,
GEIRARD,BROWN LEATHER,8,
GEIRARD,BROWN LEATHER,8.5,
GEIRARD,BROWN LEATHER,9,
GEIRARD,BROWN LEATHER,9.5,
GEIRARD,BROWN LEATHER,10,
GEIRARD,BROWN LEATHER,10.5,
GEIRARD,BROWN LEATHER,11,
GEIRARD,BLACK LEATHER,5,
GEIRARD,BLACK LEATHER,5.5,
GEIRARD,BLACK LEATHER,6,
GEIRARD,BLACK LEATHER,6.5,
GEIRARD,BLACK LEATHER,7,
GEIRARD,BLACK LEATHER,7.5,
GEIRARD,BLACK LEATHER,8,
GEIRARD,BLACK LEATHER,8.5,
GEIRARD,BLACK LEATHER,9,
GEIRARD,BLACK LEATHER,9.5,
GEIRARD,BLACK LEATHER,10,
GEIRARD,BLACK LEATHER,10.5,
GEIRARD,BLACK LEATHER,11,
BOXCAR,BROWN LEATHER,7,
BOXCAR,BROWN LEATHER,7.5,
BOXCAR,BROWN LEATHER,8,
BOXCAR,BROWN LEATHER,8.5,
BOXCAR,BROWN LEATHER,9,
BOXCAR,BROWN LEATHER,9.5,
BOXCAR,BROWN LEATHER,10,
BOXCAR,BROWN LEATHER,10.5,
BOXCAR,BROWN LEATHER,11,
BOXCAR,BROWN LEATHER,12,
BOXCAR,BROWN LEATHER,13,
BOXCAR,BROWN LEATHER,11.5,
BOXCAR,BLACK LEATHER,7,
BOXCAR,BLACK LEATHER,7.5,
BOXCAR,BLACK LEATHER,8,
BOXCAR,BLACK LEATHER,8.5,
BOXCAR,BLACK LEATHER,9,
BOXCAR,BLACK LEATHER,9.5,
BOXCAR,BLACK LEATHER,10,
BOXCAR,BLACK LEATHER,10.5,
BOXCAR,BLACK LEATHER,11,
BOXCAR,BLACK LEATHER,12,
BOXCAR,BLACK LEATHER,13,
BOXCAR,BLACK LEATHER,11.5,
ALLIANCE,BLACK LEATHER,7,
ALLIANCE,BLACK LEATHER,7.5,
ALLIANCE,BLACK LEATHER,8,
ALLIANCE,BLACK LEATHER,8.5,
ALLIANCE,BLACK LEATHER,9,
ALLIANCE,BLACK LEATHER,9.5,
ALLIANCE,BLACK LEATHER,10,
ALLIANCE,BLACK LEATHER,10.5,
ALLIANCE,BLACK LEATHER,11,
ALLIANCE,BLACK LEATHER,12,
ALLIANCE,BLACK LEATHER,13,
ALLIANCE,BLACK LEATHER,11.5,
DAQUIRII,TAN LEATHER,5,
DAQUIRII,TAN LEATHER,5.5,
DAQUIRII,TAN LEATHER,6,
DAQUIRII,TAN LEATHER,6.5,
DAQUIRII,TAN LEATHER,7,
DAQUIRII,TAN LEATHER,7.5,
DAQUIRII,TAN LEATHER,8,
DAQUIRII,TAN LEATHER,8.5,
DAQUIRII,TAN LEATHER,9,
DAQUIRII,TAN LEATHER,9.5,
DAQUIRII,TAN LEATHER,10,
DAQUIRII,TAN LEATHER,10.5,
DAQUIRII,TAN LEATHER,11,
DAQUIRII,NATURAL PATENT,5,
DAQUIRII,NATURAL PATENT,5.5,
DAQUIRII,NATURAL PATENT,6,
DAQUIRII,NATURAL PATENT,6.5,
DAQUIRII,NATURAL PATENT,7,
DAQUIRII,NATURAL PATENT,7.5,
DAQUIRII,NATURAL PATENT,8,
DAQUIRII,NATURAL PATENT,8.5,
DAQUIRII,NATURAL PATENT,9,
DAQUIRII,NATURAL PATENT,9.5,
DAQUIRII,NATURAL PATENT,10,
DAQUIRII,NATURAL PATENT,10.5,
DAQUIRII,NATURAL PATENT,11,
DAQUIRII,TURQUOISE LEATHER,5,
DAQUIRII,TURQUOISE LEATHER,5.5,
DAQUIRII,TURQUOISE LEATHER,6,
DAQUIRII,TURQUOISE LEATHER,6.5,
DAQUIRII,TURQUOISE LEATHER,7,
DAQUIRII,TURQUOISE LEATHER,7.5,
DAQUIRII,TURQUOISE LEATHER,8,
DAQUIRII,TURQUOISE LEATHER,8.5,
DAQUIRII,TURQUOISE LEATHER,9,
DAQUIRII,TURQUOISE LEATHER,9.5,
DAQUIRII,TURQUOISE LEATHER,10,
DAQUIRII,TURQUOISE LEATHER,10.5,
DAQUIRII,TURQUOISE LEATHER,11,
DEJAVU,BLACK LEATHER,5,886857264952
DEJAVU,BLACK LEATHER,5.5,886857264969
DEJAVU,BLACK LEATHER,6,886857264976
DEJAVU,BLACK LEATHER,6.5,886857264983
DEJAVU,BLACK LEATHER,7,886857264990
DEJAVU,BLACK LEATHER,7.5,886857265003
DEJAVU,BLACK LEATHER,8,886857265010
DEJAVU,BLACK LEATHER,8.5,886857265027
DEJAVU,BLACK LEATHER,9,886857265034
DEJAVU,BLACK LEATHER,9.5,886857265041
DEJAVU,BLACK LEATHER,10,886857265058
DEJAVU,BLACK LEATHER,10.5,
DEJAVU,BLACK LEATHER,11,886857265065
DEJAVU,BLUSH LEATHER,5,886857265072
DEJAVU,BLUSH LEATHER,5.5,886857265089
DEJAVU,BLUSH LEATHER,6,886857265096
DEJAVU,BLUSH LEATHER,6.5,886857265102
DEJAVU,BLUSH LEATHER,7,886857265119
DEJAVU,BLUSH LEATHER,7.5,886857265126
DEJAVU,BLUSH LEATHER,8,886857265133
DEJAVU,BLUSH LEATHER,8.5,886857265140
DEJAVU,BLUSH LEATHER,9,886857265157
DEJAVU,BLUSH LEATHER,9.5,886857265164
DEJAVU,BLUSH LEATHER,10,886857265171
DEJAVU,BLUSH LEATHER,10.5,
DEJAVU,BLUSH LEATHER,11,886857265188
DEJAVU,LEOPARD LEATHER,5,
DEJAVU,LEOPARD LEATHER,5.5,
DEJAVU,LEOPARD LEATHER,6,
DEJAVU,LEOPARD LEATHER,6.5,
DEJAVU,LEOPARD LEATHER,7,
DEJAVU,LEOPARD LEATHER,7.5,
DEJAVU,LEOPARD LEATHER,8,
DEJAVU,LEOPARD LEATHER,8.5,
DEJAVU,LEOPARD LEATHER,9,
DEJAVU,LEOPARD LEATHER,9.5,
DEJAVU,LEOPARD LEATHER,10,
DEJAVU,LEOPARD LEATHER,10.5,
DEJAVU,LEOPARD LEATHER,11,
DEJAVU,TURQUOISE SUEDE,5,
DEJAVU,TURQUOISE SUEDE,5.5,
DEJAVU,TURQUOISE SUEDE,6,
DEJAVU,TURQUOISE SUEDE,6.5,
DEJAVU,TURQUOISE SUEDE,7,
DEJAVU,TURQUOISE SUEDE,7.5,
DEJAVU,TURQUOISE SUEDE,8,
DEJAVU,TURQUOISE SUEDE,8.5,
DEJAVU,TURQUOISE SUEDE,9,
DEJAVU,TURQUOISE SUEDE,9.5,
DEJAVU,TURQUOISE SUEDE,10,
DEJAVU,TURQUOISE SUEDE,10.5,
DEJAVU,TURQUOISE SUEDE,11,
DEJAVU,BLUSH PATENT,5,
DEJAVU,BLUSH PATENT,5.5,
DEJAVU,BLUSH PATENT,6,
DEJAVU,BLUSH PATENT,6.5,
DEJAVU,BLUSH PATENT,7,
DEJAVU,BLUSH PATENT,7.5,
DEJAVU,BLUSH PATENT,8,
DEJAVU,BLUSH PATENT,8.5,
DEJAVU,BLUSH PATENT,9,
DEJAVU,BLUSH PATENT,9.5,
DEJAVU,BLUSH PATENT,10,
DEJAVU,BLUSH PATENT,10.5,
DEJAVU,BLUSH PATENT,11,
ALLY-L,BLACK LEATHER,5,
ALLY-L,BLACK LEATHER,5.5,
ALLY-L,BLACK LEATHER,6,
ALLY-L,BLACK LEATHER,6.5,
ALLY-L,BLACK LEATHER,7,
ALLY-L,BLACK LEATHER,7.5,
ALLY-L,BLACK LEATHER,8,
ALLY-L,BLACK LEATHER,8.5,
ALLY-L,BLACK LEATHER,9,
ALLY-L,BLACK LEATHER,9.5,
ALLY-L,BLACK LEATHER,10,
ALLY-L,BLACK LEATHER,10.5,
ALLY-L,BLACK LEATHER,11,
ALLY-L,BLUSH LEATHER,5,
ALLY-L,BLUSH LEATHER,5.5,
ALLY-L,BLUSH LEATHER,6,
ALLY-L,BLUSH LEATHER,6.5,
ALLY-L,BLUSH LEATHER,7,
ALLY-L,BLUSH LEATHER,7.5,
ALLY-L,BLUSH LEATHER,8,
ALLY-L,BLUSH LEATHER,8.5,
ALLY-L,BLUSH LEATHER,9,
ALLY-L,BLUSH LEATHER,9.5,
ALLY-L,BLUSH LEATHER,10,
ALLY-L,BLUSH LEATHER,10.5,
ALLY-L,BLUSH LEATHER,11,
SAVIORR,TAN LEATHER,5,
SAVIORR,TAN LEATHER,5.5,
SAVIORR,TAN LEATHER,6,
SAVIORR,TAN LEATHER,6.5,
SAVIORR,TAN LEATHER,7,
SAVIORR,TAN LEATHER,7.5,
SAVIORR,TAN LEATHER,8,
SAVIORR,TAN LEATHER,8.5,
SAVIORR,TAN LEATHER,9,
SAVIORR,TAN LEATHER,9.5,
SAVIORR,TAN LEATHER,10,
SAVIORR,TAN LEATHER,10.5,
SAVIORR,TAN LEATHER,11,
SAVIORR,BLACK LEATHER,5,
SAVIORR,BLACK LEATHER,5.5,
SAVIORR,BLACK LEATHER,6,
SAVIORR,BLACK LEATHER,6.5,
SAVIORR,BLACK LEATHER,7,
SAVIORR,BLACK LEATHER,7.5,
SAVIORR,BLACK LEATHER,8,
SAVIORR,BLACK LEATHER,8.5,
SAVIORR,BLACK LEATHER,9,
SAVIORR,BLACK LEATHER,9.5,
SAVIORR,BLACK LEATHER,10,
SAVIORR,BLACK LEATHER,10.5,
SAVIORR,BLACK LEATHER,11,
SAVIORR,BROWN LEATHER,5,
SAVIORR,BROWN LEATHER,5.5,
SAVIORR,BROWN LEATHER,6,
SAVIORR,BROWN LEATHER,6.5,
SAVIORR,BROWN LEATHER,7,
SAVIORR,BROWN LEATHER,7.5,
SAVIORR,BROWN LEATHER,8,
SAVIORR,BROWN LEATHER,8.5,
SAVIORR,BROWN LEATHER,9,
SAVIORR,BROWN LEATHER,9.5,
SAVIORR,BROWN LEATHER,10,
SAVIORR,BROWN LEATHER,10.5,
SAVIORR,BROWN LEATHER,11,
GRACED,TAN LEATHER,5,
GRACED,TAN LEATHER,5.5,
GRACED,TAN LEATHER,6,
GRACED,TAN LEATHER,6.5,
GRACED,TAN LEATHER,7,
GRACED,TAN LEATHER,7.5,
GRACED,TAN LEATHER,8,
GRACED,TAN LEATHER,8.5,
GRACED,TAN LEATHER,9,
GRACED,TAN LEATHER,9.5,
GRACED,TAN LEATHER,10,
GRACED,TAN LEATHER,10.5,
GRACED,TAN LEATHER,11,
GRACED,BLACK LEATHER,5,
GRACED,BLACK LEATHER,5.5,
GRACED,BLACK LEATHER,6,
GRACED,BLACK LEATHER,6.5,
GRACED,BLACK LEATHER,7,
GRACED,BLACK LEATHER,7.5,
GRACED,BLACK LEATHER,8,
GRACED,BLACK LEATHER,8.5,
GRACED,BLACK LEATHER,9,
GRACED,BLACK LEATHER,9.5,
GRACED,BLACK LEATHER,10,
GRACED,BLACK LEATHER,10.5,
GRACED,BLACK LEATHER,11,
GRACED,BRIGHT MULTI,5,
GRACED,BRIGHT MULTI,5.5,
GRACED,BRIGHT MULTI,6,
GRACED,BRIGHT MULTI,6.5,
GRACED,BRIGHT MULTI,7,
GRACED,BRIGHT MULTI,7.5,
GRACED,BRIGHT MULTI,8,
GRACED,BRIGHT MULTI,8.5,
GRACED,BRIGHT MULTI,9,
GRACED,BRIGHT MULTI,9.5,
GRACED,BRIGHT MULTI,10,
GRACED,BRIGHT MULTI,10.5,
GRACED,BRIGHT MULTI,11,
PARCELL,GREY SUEDE,7,
PARCELL,GREY SUEDE,7.5,
PARCELL,GREY SUEDE,8,
PARCELL,GREY SUEDE,8.5,
PARCELL,GREY SUEDE,9,
PARCELL,GREY SUEDE,9.5,
PARCELL,GREY SUEDE,10,
PARCELL,GREY SUEDE,10.5,
PARCELL,GREY SUEDE,11,
PARCELL,GREY SUEDE,12,
PARCELL,GREY SUEDE,13,
PARCELL,GREY SUEDE,11.5,
PARCELL,BROWN SUEDE,7,
PARCELL,BROWN SUEDE,7.5,
PARCELL,BROWN SUEDE,8,
PARCELL,BROWN SUEDE,8.5,
PARCELL,BROWN SUEDE,9,
PARCELL,BROWN SUEDE,9.5,
PARCELL,BROWN SUEDE,10,
PARCELL,BROWN SUEDE,10.5,
PARCELL,BROWN SUEDE,11,
PARCELL,BROWN SUEDE,12,
PARCELL,BROWN SUEDE,13,
PARCELL,BROWN SUEDE,11.5,
JAZZ,BROWN LEATHER,7,
JAZZ,BROWN LEATHER,7.5,
JAZZ,BROWN LEATHER,8,
JAZZ,BROWN LEATHER,8.5,
JAZZ,BROWN LEATHER,9,
JAZZ,BROWN LEATHER,9.5,
JAZZ,BROWN LEATHER,10,
JAZZ,BROWN LEATHER,10.5,
JAZZ,BROWN LEATHER,11,
JAZZ,BROWN LEATHER,12,
JAZZ,BROWN LEATHER,13,
JAZZ,BROWN LEATHER,11.5,
JAZZ,BLACK LEATHER,7,
JAZZ,BLACK LEATHER,7.5,
JAZZ,BLACK LEATHER,8,
JAZZ,BLACK LEATHER,8.5,
JAZZ,BLACK LEATHER,9,
JAZZ,BLACK LEATHER,9.5,
JAZZ,BLACK LEATHER,10,
JAZZ,BLACK LEATHER,10.5,
JAZZ,BLACK LEATHER,11,
JAZZ,BLACK LEATHER,12,
JAZZ,BLACK LEATHER,13,
JAZZ,BLACK LEATHER,11.5,
PLAY,BROWN LEATHER,7,
PLAY,BROWN LEATHER,7.5,
PLAY,BROWN LEATHER,8,
PLAY,BROWN LEATHER,8.5,
PLAY,BROWN LEATHER,9,
PLAY,BROWN LEATHER,9.5,
PLAY,BROWN LEATHER,10,
PLAY,BROWN LEATHER,10.5,
PLAY,BROWN LEATHER,11,
PLAY,BROWN LEATHER,12,
PLAY,BROWN LEATHER,13,
PLAY,BROWN LEATHER,11.5,
PLAY,BLACK LEATHER,7,
PLAY,BLACK LEATHER,7.5,
PLAY,BLACK LEATHER,8,
PLAY,BLACK LEATHER,8.5,
PLAY,BLACK LEATHER,9,
PLAY,BLACK LEATHER,9.5,
PLAY,BLACK LEATHER,10,
PLAY,BLACK LEATHER,10.5,
PLAY,BLACK LEATHER,11,
PLAY,BLACK LEATHER,12,
PLAY,BLACK LEATHER,13,
PLAY,BLACK LEATHER,11.5,
PANDOLFFO,TAN SUEDE,7,
PANDOLFFO,TAN SUEDE,7.5,
PANDOLFFO,TAN SUEDE,8,
PANDOLFFO,TAN SUEDE,8.5,
PANDOLFFO,TAN SUEDE,9,
PANDOLFFO,TAN SUEDE,9.5,
PANDOLFFO,TAN SUEDE,10,
PANDOLFFO,TAN SUEDE,10.5,
PANDOLFFO,TAN SUEDE,11,
PANDOLFFO,TAN SUEDE,12,
PANDOLFFO,TAN SUEDE,13,
PANDOLFFO,TAN SUEDE,11.5,
PANDOLFFO,BROWN SUEDE,7,
PANDOLFFO,BROWN SUEDE,7.5,
PANDOLFFO,BROWN SUEDE,8,
PANDOLFFO,BROWN SUEDE,8.5,
PANDOLFFO,BROWN SUEDE,9,
PANDOLFFO,BROWN SUEDE,9.5,
PANDOLFFO,BROWN SUEDE,10,
PANDOLFFO,BROWN SUEDE,10.5,
PANDOLFFO,BROWN SUEDE,11,
PANDOLFFO,BROWN SUEDE,12,
PANDOLFFO,BROWN SUEDE,13,
PANDOLFFO,BROWN SUEDE,11.5,
BEAUTEY,BLACK SUEDE,5,
BEAUTEY,BLACK SUEDE,5.5,
BEAUTEY,BLACK SUEDE,6,
BEAUTEY,BLACK SUEDE,6.5,
BEAUTEY,BLACK SUEDE,7,
BEAUTEY,BLACK SUEDE,7.5,
BEAUTEY,BLACK SUEDE,8,
BEAUTEY,BLACK SUEDE,8.5,
BEAUTEY,BLACK SUEDE,9,
BEAUTEY,BLACK SUEDE,9.5,
BEAUTEY,BLACK SUEDE,10,
BEAUTEY,BLACK SUEDE,10.5,
BEAUTEY,BLACK SUEDE,11,
BEAUTEY,BLUSH SUEDE,5,
BEAUTEY,BLUSH SUEDE,5.5,
BEAUTEY,BLUSH SUEDE,6,
BEAUTEY,BLUSH SUEDE,6.5,
BEAUTEY,BLUSH SUEDE,7,
BEAUTEY,BLUSH SUEDE,7.5,
BEAUTEY,BLUSH SUEDE,8,
BEAUTEY,BLUSH SUEDE,8.5,
BEAUTEY,BLUSH SUEDE,9,
BEAUTEY,BLUSH SUEDE,9.5,
BEAUTEY,BLUSH SUEDE,10,
BEAUTEY,BLUSH SUEDE,10.5,
BEAUTEY,BLUSH SUEDE,11,
WARDENN,BLACK SUEDE,5,
WARDENN,BLACK SUEDE,5.5,
WARDENN,BLACK SUEDE,6,
WARDENN,BLACK SUEDE,6.5,
WARDENN,BLACK SUEDE,7,
WARDENN,BLACK SUEDE,7.5,
WARDENN,BLACK SUEDE,8,
WARDENN,BLACK SUEDE,8.5,
WARDENN,BLACK SUEDE,9,
WARDENN,BLACK SUEDE,9.5,
WARDENN,BLACK SUEDE,10,
WARDENN,BLACK SUEDE,10.5,
WARDENN,BLACK SUEDE,11,
WARDENN,TAUPE SUEDE,5,
WARDENN,TAUPE SUEDE,5.5,
WARDENN,TAUPE SUEDE,6,
WARDENN,TAUPE SUEDE,6.5,
WARDENN,TAUPE SUEDE,7,
WARDENN,TAUPE SUEDE,7.5,
WARDENN,TAUPE SUEDE,8,
WARDENN,TAUPE SUEDE,8.5,
WARDENN,TAUPE SUEDE,9,
WARDENN,TAUPE SUEDE,9.5,
WARDENN,TAUPE SUEDE,10,
WARDENN,TAUPE SUEDE,10.5,
WARDENN,TAUPE SUEDE,11,
ERYKKA,BLACK FABRIC,5,
ERYKKA,BLACK FABRIC,5.5,
ERYKKA,BLACK FABRIC,6,
ERYKKA,BLACK FABRIC,6.5,
ERYKKA,BLACK FABRIC,7,
ERYKKA,BLACK FABRIC,7.5,
ERYKKA,BLACK FABRIC,8,
ERYKKA,BLACK FABRIC,8.5,
ERYKKA,BLACK FABRIC,9,
ERYKKA,BLACK FABRIC,9.5,
ERYKKA,BLACK FABRIC,10,
ERYKKA,BLACK FABRIC,10.5,
ERYKKA,BLACK FABRIC,11,
ERYKKA,PURPLE FABRIC,5,
ERYKKA,PURPLE FABRIC,5.5,
ERYKKA,PURPLE FABRIC,6,
ERYKKA,PURPLE FABRIC,6.5,
ERYKKA,PURPLE FABRIC,7,
ERYKKA,PURPLE FABRIC,7.5,
ERYKKA,PURPLE FABRIC,8,
ERYKKA,PURPLE FABRIC,8.5,
ERYKKA,PURPLE FABRIC,9,
ERYKKA,PURPLE FABRIC,9.5,
ERYKKA,PURPLE FABRIC,10,
ERYKKA,PURPLE FABRIC,10.5,
ERYKKA,PURPLE FABRIC,11,
ERYKKA,PINK FABRIC,5,
ERYKKA,PINK FABRIC,5.5,
ERYKKA,PINK FABRIC,6,
ERYKKA,PINK FABRIC,6.5,
ERYKKA,PINK FABRIC,7,
ERYKKA,PINK FABRIC,7.5,
ERYKKA,PINK FABRIC,8,
ERYKKA,PINK FABRIC,8.5,
ERYKKA,PINK FABRIC,9,
ERYKKA,PINK FABRIC,9.5,
ERYKKA,PINK FABRIC,10,
ERYKKA,PINK FABRIC,10.5,
ERYKKA,PINK FABRIC,11,
WEARME,BLACK SUEDE,5,
WEARME,BLACK SUEDE,5.5,
WEARME,BLACK SUEDE,6,
WEARME,BLACK SUEDE,6.5,
WEARME,BLACK SUEDE,7,
WEARME,BLACK SUEDE,7.5,
WEARME,BLACK SUEDE,8,
WEARME,BLACK SUEDE,8.5,
WEARME,BLACK SUEDE,9,
WEARME,BLACK SUEDE,9.5,
WEARME,BLACK SUEDE,10,
WEARME,BLACK SUEDE,10.5,
WEARME,BLACK SUEDE,11,
WEARME,SILVER FABRIC,5,
WEARME,SILVER FABRIC,5.5,
WEARME,SILVER FABRIC,6,
WEARME,SILVER FABRIC,6.5,
WEARME,SILVER FABRIC,7,
WEARME,SILVER FABRIC,7.5,
WEARME,SILVER FABRIC,8,
WEARME,SILVER FABRIC,8.5,
WEARME,SILVER FABRIC,9,
WEARME,SILVER FABRIC,9.5,
WEARME,SILVER FABRIC,10,
WEARME,SILVER FABRIC,10.5,
WEARME,SILVER FABRIC,11,
WEARME,GOLD SUEDE,5,
WEARME,GOLD SUEDE,5.5,
WEARME,GOLD SUEDE,6,
WEARME,GOLD SUEDE,6.5,
WEARME,GOLD SUEDE,7,
WEARME,GOLD SUEDE,7.5,
WEARME,GOLD SUEDE,8,
WEARME,GOLD SUEDE,8.5,
WEARME,GOLD SUEDE,9,
WEARME,GOLD SUEDE,9.5,
WEARME,GOLD SUEDE,10,
WEARME,GOLD SUEDE,10.5,
WEARME,GOLD SUEDE,11,
DEFIANTT,BROWN LEATHER,7,
DEFIANTT,BROWN LEATHER,7.5,
DEFIANTT,BROWN LEATHER,8,
DEFIANTT,BROWN LEATHER,8.5,
DEFIANTT,BROWN LEATHER,9,
DEFIANTT,BROWN LEATHER,9.5,
DEFIANTT,BROWN LEATHER,10,
DEFIANTT,BROWN LEATHER,10.5,
DEFIANTT,BROWN LEATHER,11,
DEFIANTT,BROWN LEATHER,12,
DEFIANTT,BROWN LEATHER,13,
